Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2017;A;48000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2018;A;48000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2019;A;48000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2020;A;48000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2015;A;228161,75
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2016;A;256000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;35;Zentrale Dienste;35.03;Städtische Kommunikation;2015;A;2000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2015;A;10403840,12
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2016;A;10060000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2017;A;11575000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2018;A;11070000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2019;A;10845000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2020;A;10844000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2015;A;4279849,08
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2016;A;4491000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2017;A;5021000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2018;A;4836000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2019;A;4923000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.04;Kirchliche Angelegenheiten;2020;A;5011000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2015;A;0,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2016;A;0,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2017;A;100000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2018;A;100000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2019;A;100000,00
Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2020;A;100000,00
Außerordentliche Aufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2015;A;2215,00
Außerordentliche Aufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2015;A;19048,00
Außerordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2015;A;5424,00
Außerordentliche Aufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2015;A;2325165,06
Außerordentliche Aufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2015;A;1968,00
Außerordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2015;A;7536458,86
Außerordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2016;A;15000000,00
Außerordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2017;A;5600000,00
Außerordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2015;A;421,00
Außerordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;A;46867,32
Außerordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;A;0,00
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2015;A;168,00
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2015;A;2604,00
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2015;A;3948178,93
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2015;A;846,00
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2015;A;6076,94
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.11;Förderung Öffentl. Personennahverkehr;2015;A;499665,00
Außerordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2015;A;3600,00
Außerordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2015;A;1076,00
Außerordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;A;1048,00
Außerordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2015;A;1116,00
Außerordentliche Aufwendungen;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2015;A;89,00
Außerordentliche Aufwendungen;19;Gesundheit;19.04;Psychiatrie;2015;A;83,00
Außerordentliche Aufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2015;A;617,00
Außerordentliche Aufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;A;31469,00
Außerordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2015;A;26243,05
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2015;A;45793,95
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2015;A;5798,00
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2015;A;11228984,72
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2015;A;1562,30
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2015;A;108288,60
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2015;A;9738,00
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2015;A;1121752,32
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2015;A;16037,81
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2015;A;26501,00
Außerordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2015;A;0,00
Außerordentliche Aufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2015;A;450227,66
Außerordentliche Aufwendungen;22;Umwelt;22.02;Umweltcontrolling;2015;A;9958,08
Außerordentliche Aufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2015;A;163,00
Außerordentliche Aufwendungen;22;Umwelt;22.07;StadtForst;2015;A;2874,10
Außerordentliche Aufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2015;A;251184,21
Außerordentliche Aufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2015;A;45665,36
Außerordentliche Aufwendungen;22;Umwelt;22.11;Palmengarten;2015;A;741,77
Außerordentliche Aufwendungen;22;Umwelt;22.13;Straßenreinigung;2015;A;185,00
Außerordentliche Aufwendungen;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2015;A;6569,00
Außerordentliche Aufwendungen;31;Finanzen;31.02;Finanzdienstleistungen;2015;A;449321,00
Außerordentliche Aufwendungen;31;Finanzen;31.03;Finanzverwaltung;2015;A;2499,00
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2015;A;69719026,60
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2016;A;2450000,00
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2017;A;250000,00
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2018;A;0,00
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2019;A;0,00
Außerordentliche Aufwendungen;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2020;A;0,00
Außerordentliche Aufwendungen;32;Personal und Organisation;32.01;Personalservice und -controlling;2015;A;612,00
Außerordentliche Aufwendungen;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2015;A;1310,00
Außerordentliche Aufwendungen;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2015;A;4398742,16
Außerordentliche Aufwendungen;33;Revision und Recht;33.01;Prüfung und Beratung;2015;A;5640,00
Außerordentliche Aufwendungen;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2015;A;581,00
Außerordentliche Aufwendungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2015;A;2653,00
Außerordentliche Aufwendungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2015;A;637267,49
Außerordentliche Aufwendungen;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2016;A;0,00
Außerordentliche Aufwendungen;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2015;A;-9376,73
Außerordentliche Aufwendungen;35;Zentrale Dienste;35.03;Städtische Kommunikation;2015;A;149,33
Außerordentliche Aufwendungen;35;Zentrale Dienste;35.03;Städtische Kommunikation;2016;A;0,00
Außerordentliche Aufwendungen;36;Wirtschaftsförderung;36.01;Wirtschaftsförderung;2015;A;101815,40
Außerordentliche Aufwendungen;98;Zentrale Finanzwirtschaft;98.03;Nicht fachspezifische Gesellschaften;2015;A;2980000,00
Außerordentliche Erträge;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2015;E;17805,98
Außerordentliche Erträge;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2015;E;3822,45
Außerordentliche Erträge;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2015;E;206520,29
Außerordentliche Erträge;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2015;E;5217,73
Außerordentliche Erträge;13;Stadtplanung;13.01;Stadtplanung;2015;E;149836,65
Außerordentliche Erträge;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;E;46867,32
Außerordentliche Erträge;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;E;0,00
Außerordentliche Erträge;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2015;E;2604,00
Außerordentliche Erträge;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2015;E;995663,77
Außerordentliche Erträge;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2015;E;216528,00
Außerordentliche Erträge;16;Nahverkehr und ÖPNV;16.11;Förderung Öffentl. Personennahverkehr;2015;E;375325,00
Außerordentliche Erträge;17;Wohnen;17.01;Wohnen;2015;E;184,71
Außerordentliche Erträge;17;Wohnen;17.01;Wohnen;2017;E;2973000,00
Außerordentliche Erträge;17;Wohnen;17.01;Wohnen;2018;E;2827000,00
Außerordentliche Erträge;17;Wohnen;17.01;Wohnen;2019;E;2691000,00
Außerordentliche Erträge;17;Wohnen;17.01;Wohnen;2020;E;2559000,00
Außerordentliche Erträge;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;E;2988,00
Außerordentliche Erträge;19;Gesundheit;19.01;Infektiologie;2015;E;1077,00
Außerordentliche Erträge;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;E;22255,52
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2015;E;22142,23
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2015;E;6988,00
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2015;E;5140,23
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2015;E;200821,70
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2015;E;37,06
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2015;E;19966,21
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2015;E;20948,76
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2015;E;47,48
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2015;E;62164,77
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2015;E;152,43
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2015;E;54,84
Außerordentliche Erträge;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2015;E;102,77
Außerordentliche Erträge;22;Umwelt;22.02;Umweltcontrolling;2015;E;57,00
Außerordentliche Erträge;22;Umwelt;22.07;StadtForst;2015;E;353413,42
Außerordentliche Erträge;22;Umwelt;22.09;Grün- und Freiflächen;2015;E;99546,40
Außerordentliche Erträge;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2015;E;104372,74
Außerordentliche Erträge;22;Umwelt;22.11;Palmengarten;2015;E;20631,78
Außerordentliche Erträge;22;Umwelt;22.13;Straßenreinigung;2015;E;185,00
Außerordentliche Erträge;31;Finanzen;31.02;Finanzdienstleistungen;2015;E;91151,14
Außerordentliche Erträge;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2015;E;89793453,54
Außerordentliche Erträge;32;Personal und Organisation;32.06;Zentrale Personalangelegenheiten;2015;E;4769599,16
Außerordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2015;E;864,50
Außerordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2015;E;1365587,60
Außerordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2016;E;0,00
Außerordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2015;E;85000,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2015;E;317826,85
Bestandsveränderungen und andere aktivierte Eigenleistungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2017;E;410000,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2018;E;410000,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2019;E;410000,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2020;E;410000,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;E;331146,93
Bestandsveränderungen und andere aktivierte Eigenleistungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;E;0,00
Bestandsveränderungen und andere aktivierte Eigenleistungen;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2015;E;14431,24
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2015;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2016;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2017;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2018;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2019;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.01;Wahlen;2020;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2015;E;79532,71
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2016;E;45000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2017;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2018;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2019;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2020;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2015;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2016;E;262000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2017;E;283000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2018;E;283000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2019;E;283000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2020;E;283000,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2015;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2016;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2017;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2018;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2019;E;0,00
Erlöse aus internen Leistungsbeziehungen;10;Wahlen;10.08;Geschäftsstelle der KAV;2020;E;0,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2015;E;0,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2016;E;1608000,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2017;E;1485000,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2018;E;1485000,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2019;E;1485000,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2020;E;1485000,00
Erlöse aus internen Leistungsbeziehungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2015;E;0,00
